rank,family,family_label,configuration_id,model_configuration,feature_block,parameters_display,training_seed,status,failure_code,convergence_status,pooled_oof_n,pooled_oof_positive_n,pooled_oof_positive_share,pooled_oof_pr_auc,pooled_oof_roc_auc,fold_pr_auc_mean,fold_pr_auc_sample_sd,runtime_seconds,delta_pr_auc_vs_dummy,delta_pr_auc_vs_fixed_l2,identity
136,random_forest,Random Forest,model_stage_v1__coarse__random_forest__005,Random Forest | model_stage_v1__coarse__random_forest__005,L+D+R,"{""criterion"": ""gini"", ""imbalance"": ""sqrt"", ""max_depth"": 24, ""max_features"": 1.0, ""max_samples"": 1.0, ""min_samples_leaf"": 1}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37963141181796523,0.74752670907430208,0.3862752276865255,0.072925252742826879,719.73199420596939,0.20734826089515482,-0.0020234401105319044,random_forest|L+D+R|model_stage_v1__coarse__random_forest__005|seed=20260818
137,xgboost,XGBoost,model_stage_v1__coarse__xgboost__010,XGBoost | model_stage_v1__coarse__xgboost__010,L+D+R,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 20, ""n_estimators"": 800, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37958342205616508,0.7379314765703211,0.38339240211960063,0.05856249362420974,14.940856376022566,0.20730027113335467,-0.0020714298723320534,xgboost|L+D+R|model_stage_v1__coarse__xgboost__010|seed=20260818
138,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__009,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__009,L,"{""activation"": ""tanh"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [32], ""imbalance"": ""none"", ""learning_rate"": 0.0003, ""weight_decay"": 1e-05}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37957719571493509,0.74168289033032908,0.38176134262500233,0.064229198669417537,46.435575501003768,0.20729404479212468,-0.0020776562135620402,pytorch_mlp|L|model_stage_v1__coarse__pytorch_mlp__epochs_200__009|seed=20260818
139,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__008,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__008,L,"{""activation"": ""tanh"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [32, 16], ""imbalance"": ""sqrt"", ""learning_rate"": 0.001, ""weight_decay"": 1e-05}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37882066981767448,0.74558770293352761,0.37869069151321355,0.073861697443400307,57.692667291965336,0.20653751889486408,-0.0028341821108226473,pytorch_mlp|L|model_stage_v1__coarse__pytorch_mlp__epochs_200__008|seed=20260818
140,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__007,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__007,L,"{""activation"": ""tanh"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [16], ""imbalance"": ""none"", ""learning_rate"": 0.001, ""weight_decay"": 0.0001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37875704896641987,0.74430300914241032,0.38307526087161797,0.061226769777863455,42.673836541944183,0.20647389804360947,-0.0028978029620772561,pytorch_mlp|L|model_stage_v1__coarse__pytorch_mlp__epochs_200__007|seed=20260818
141,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__003,SVM RBF | model_stage_v1__coarse__rbf_svm__003,L+D+R,"{""C"": 1.0, ""gamma"": ""scale"", ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37861355456731161,0.72930274859966882,0.38926914306257432,0.065441715121084779,39.946685373899527,0.2063304036445012,-0.0030412973611855243,rbf_svm|L+D+R|model_stage_v1__coarse__rbf_svm__003|seed=20260818
142,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__013,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__013,L,"{""imbalance"": ""sqrt"", ""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 100}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37790264143603225,0.74280242068309943,0.37961954883140364,0.0543966844721918,14.16311816603411,0.20561949051322184,-0.0037522104924648803,hist_gradient_boosting|L|model_stage_v1__coarse__hist_gradient_boosting__013|seed=20260818
143,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__007,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__007,L+D+R,"{""activation"": ""tanh"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [16], ""imbalance"": ""none"", ""learning_rate"": 0.001, ""weight_decay"": 0.0001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37771420216952661,0.74176880056910799,0.3815259872312266,0.061242739453305786,44.313789584033657,0.20543105124671621,-0.0039406497589705158,pytorch_mlp|L+D+R|model_stage_v1__coarse__pytorch_mlp__epochs_200__007|seed=20260818
144,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__006,SVM RBF | model_stage_v1__coarse__rbf_svm__006,L+D,"{""C"": 1.0, ""gamma"": 0.1, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37748321227383053,0.72240396130561513,0.38529677381359906,0.060508186423622011,37.341862207045779,0.20520006135102012,-0.0041716396546666035,rbf_svm|L+D|model_stage_v1__coarse__rbf_svm__006|seed=20260818
145,random_forest,Random Forest,model_stage_v1__coarse__random_forest__009,Random Forest | model_stage_v1__coarse__random_forest__009,L,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": 24, ""max_features"": 0.5, ""max_samples"": 1.0, ""min_samples_leaf"": 1}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.3772645224853397,0.74125477384316152,0.38054234673041593,0.05007187850575559,211.25528691592626,0.2049813715625293,-0.0043903294431574258,random_forest|L|model_stage_v1__coarse__random_forest__009|seed=20260818
146,xgboost,XGBoost,model_stage_v1__coarse__xgboost__007,XGBoost | model_stage_v1__coarse__xgboost__007,L,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 5, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.3769530084183868,0.74557682785654122,0.38016417976822559,0.054805513227391106,11.751491875038482,0.2046698574955764,-0.0047018435101103262,xgboost|L|model_stage_v1__coarse__xgboost__007|seed=20260818
147,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__004,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__004,L+D+R,"{""C"": 0.01, ""imbalance"": ""sqrt"", ""l1_ratio"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37661188585420757,0.7393985502805025,0.37875741496363541,0.05261525572773789,10.913927875051741,0.20432873493139717,-0.0050429660742895566,elastic_net_logistic|L+D+R|model_stage_v1__coarse__elastic_net_logistic__004|seed=20260818
148,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__002,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__002,L+D+R,"{""C"": 0.01, ""imbalance"": ""none"", ""l1_ratio"": 0.5}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37657742145962142,0.73878380714236025,0.37947369574507772,0.053324494611987253,10.788353207986802,0.20429427053681101,-0.0050774304688757099,elastic_net_logistic|L+D+R|model_stage_v1__coarse__elastic_net_logistic__002|seed=20260818
149,xgboost,XGBoost,model_stage_v1__coarse__xgboost__003,XGBoost | model_stage_v1__coarse__xgboost__003,L+D+R,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37595270199518405,0.73933375892473674,0.38183562627013029,0.055214812441337149,16.695982542005368,0.20366955107237364,-0.0057021499333130832,xgboost|L+D+R|model_stage_v1__coarse__xgboost__003|seed=20260818
150,random_forest,Random Forest,model_stage_v1__coarse__random_forest__005,Random Forest | model_stage_v1__coarse__random_forest__005,L+D,"{""criterion"": ""gini"", ""imbalance"": ""sqrt"", ""max_depth"": 24, ""max_features"": 1.0, ""max_samples"": 1.0, ""min_samples_leaf"": 1}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37565214918925743,0.74399618276189527,0.38133114584118105,0.073112838445728398,512.93008108402137,0.20336899826644703,-0.0060027027392396959,random_forest|L+D|model_stage_v1__coarse__random_forest__005|seed=20260818
151,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__011,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__011,L,"{""activation"": ""tanh"", ""batch_size"": 64, ""epochs"": 200, ""hidden_layer_sizes"": [32], ""imbalance"": ""none"", ""learning_rate"": 0.003, ""weight_decay"": 1e-05}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37556242304621845,0.73982505989613634,0.37267168897087072,0.072091565137671731,124.7495404589572,0.20327927212340804,-0.0060924288822786776,pytorch_mlp|L|model_stage_v1__coarse__pytorch_mlp__epochs_200__011|seed=20260818
152,xgboost,XGBoost,model_stage_v1__coarse__xgboost__016,XGBoost | model_stage_v1__coarse__xgboost__016,L+D+R,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37533876847646086,0.73586788049742324,0.38176436843217143,0.053224404967451115,18.896212500054389,0.20305561755365045,-0.0063160834520362696,xgboost|L+D+R|model_stage_v1__coarse__xgboost__016|seed=20260818
153,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__015,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__015,L,"{""imbalance"": ""sqrt"", ""l2_regularization"": 0.1, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37494550061468856,0.73915975769295494,0.37648682659583987,0.055931364440561987,13.150772833090741,0.20266234969187816,-0.0067093513138085648,hist_gradient_boosting|L|model_stage_v1__coarse__hist_gradient_boosting__015|seed=20260818
154,xgboost,XGBoost,model_stage_v1__coarse__xgboost__006,XGBoost | model_stage_v1__coarse__xgboost__006,L,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 20.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37491022005434466,0.74333742282138637,0.37700856679023759,0.056013735330127996,13.906319083995186,0.20262706913153425,-0.0067446318741524736,xgboost|L|model_stage_v1__coarse__xgboost__006|seed=20260818
155,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__008,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__008,L+D,"{""activation"": ""tanh"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [32, 16], ""imbalance"": ""sqrt"", ""learning_rate"": 0.001, ""weight_decay"": 1e-05}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37477743438107392,0.72900544867181727,0.3792011377914295,0.046162711178707974,58.326181291951798,0.20249428345826351,-0.0068774175474232146,pytorch_mlp|L+D|model_stage_v1__coarse__pytorch_mlp__epochs_200__008|seed=20260818
156,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__015,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__015,L+D,"{""imbalance"": ""sqrt"", ""l2_regularization"": 0.1, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37393759848633595,0.73797446038384495,0.38002007232519164,0.053369452005252692,14.25382358400384,0.20165444756352555,-0.007717253442161176,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__015|seed=20260818
157,xgboost,XGBoost,model_stage_v1__coarse__xgboost__006,XGBoost | model_stage_v1__coarse__xgboost__006,L+D,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 20.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37374951478130258,0.74155184421793685,0.37675801768797262,0.060028060730011754,16.066418749978766,0.20146636385849218,-0.0079053371471945466,xgboost|L+D|model_stage_v1__coarse__xgboost__006|seed=20260818
158,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__001,SVM RBF | model_stage_v1__coarse__rbf_svm__001,L+D,"{""C"": 0.1, ""gamma"": 0.01, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37369302348250638,0.72417352858199779,0.37880084439691858,0.060224591649079236,35.521350376075134,0.20140987255969597,-0.0079618284459907485,rbf_svm|L+D|model_stage_v1__coarse__rbf_svm__001|seed=20260818
159,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__013,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__013,L+D,"{""imbalance"": ""sqrt"", ""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 100}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37368300533165211,0.73951943866927161,0.37824692977042867,0.051465337216528635,15.843599834945053,0.2013998544088417,-0.0079718465968450225,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__013|seed=20260818
160,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__008,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__008,L+D,"{""imbalance"": ""none"", ""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_features"": 1.0, ""max_iter"": 150, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37265026310843524,0.73980528963744618,0.37790903958741667,0.053332916776760594,14.120675749960355,0.20036711218562483,-0.0090045888200618873,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__008|seed=20260818
161,xgboost,XGBoost,model_stage_v1__coarse__xgboost__016,XGBoost | model_stage_v1__coarse__xgboost__016,L+D,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37242260421310425,0.73448554056650484,0.37700267502616386,0.050260594867421036,16.497824833029881,0.20013945329029384,-0.0092322477153928828,xgboost|L+D|model_stage_v1__coarse__xgboost__016|seed=20260818
162,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__008,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__008,L,"{""imbalance"": ""none"", ""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_features"": 1.0, ""max_iter"": 150, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37234679448084096,0.7393394690575078,0.37555989449737731,0.054827309409281169,12.920848708075937,0.20006364355803055,-0.0093080574476561706,hist_gradient_boosting|L|model_stage_v1__coarse__hist_gradient_boosting__008|seed=20260818
163,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__006,SVM RBF | model_stage_v1__coarse__rbf_svm__006,L,"{""C"": 1.0, ""gamma"": 0.1, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37147587130959481,0.71250795688350488,0.37090326984289534,0.072018515083814044,35.649753125035204,0.1991927203867844,-0.010178980618902322,rbf_svm|L|model_stage_v1__coarse__rbf_svm__006|seed=20260818
164,random_forest,Random Forest,model_stage_v1__coarse__random_forest__005,Random Forest | model_stage_v1__coarse__random_forest__005,L,"{""criterion"": ""gini"", ""imbalance"": ""sqrt"", ""max_depth"": 24, ""max_features"": 1.0, ""max_samples"": 1.0, ""min_samples_leaf"": 1}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37122090054953888,0.73677031102834956,0.37511916499323422,0.048990993486108823,308.07991158292862,0.19893774962672847,-0.010433951378958251,random_forest|L|model_stage_v1__coarse__random_forest__005|seed=20260818
165,xgboost,XGBoost,model_stage_v1__coarse__xgboost__010,XGBoost | model_stage_v1__coarse__xgboost__010,L+D,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 20, ""n_estimators"": 800, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37109682750999173,0.73615737562068295,0.37467103403073992,0.055833272834001149,14.007113876985386,0.19881367658718133,-0.010558024418505396,xgboost|L+D|model_stage_v1__coarse__xgboost__010|seed=20260818
166,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__001,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__001,L+D,"{""imbalance"": ""none"", ""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37087896409219667,0.73853175786466063,0.37530507705282545,0.054986097571075525,15.512015497952234,0.19859581316938626,-0.010775887836300457,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__001|seed=20260818
167,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__006,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__006,L+D,"{""C"": 0.1, ""imbalance"": ""sqrt"", ""l1_ratio"": 0.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37076879413681096,0.73294343169453091,0.37283276287719497,0.046606045301627846,11.993428376095835,0.19848564321400056,-0.010886057791686166,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__006|seed=20260818
168,fixed_l2_logistic,Regresja logistyczna fixed L2,model_stage_v1__coarse__fixed_l2_logistic__002,Regresja logistyczna fixed L2 | model_stage_v1__coarse__fixed_l2_logistic__002,L+D,"{""C"": 1.0, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37069862761566424,0.7326820855172439,0.37323522142215326,0.045006110375116384,11.169959459046368,0.19841547669285384,-0.010956224312832885,fixed_l2_logistic|L+D|model_stage_v1__coarse__fixed_l2_logistic__002|seed=20260818
169,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__009,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__009,L+D,"{""C"": 1.0, ""imbalance"": ""sqrt"", ""l1_ratio"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37039092969981574,0.73269872811527048,0.3729568763307165,0.045601181107170492,29.82860891596647,0.19810777877700533,-0.011263922228681389,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__009|seed=20260818
170,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__003,SVM RBF | model_stage_v1__coarse__rbf_svm__003,L,"{""C"": 1.0, ""gamma"": ""scale"", ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37036970180769874,0.71074349716306828,0.37013050935013475,0.069308300273265899,36.403879000048619,0.19808655088488833,-0.011285150120798393,rbf_svm|L|model_stage_v1__coarse__rbf_svm__003|seed=20260818
171,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__006,SVM RBF | model_stage_v1__coarse__rbf_svm__006,L+D+R,"{""C"": 1.0, ""gamma"": 0.1, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37022143430063115,0.72532941440321586,0.38009943498162624,0.064501974959316824,39.953103959967848,0.19793828337782074,-0.011433417627865983,rbf_svm|L+D+R|model_stage_v1__coarse__rbf_svm__006|seed=20260818
172,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__003,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__003,L+D,"{""C"": 0.01, ""imbalance"": ""sqrt"", ""l1_ratio"": 0.25}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.3698867416863672,0.73394273362362616,0.37281221608259968,0.047777247380221502,13.242529168899637,0.1976035907635568,-0.011768110242129926,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__003|seed=20260818
173,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__012,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__012,L+D,"{""C"": 100.0, ""imbalance"": ""sqrt"", ""l1_ratio"": 0.75}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36974714766063282,0.73215262134692105,0.37204842145385514,0.042736129850220905,101.02597429102752,0.19746399673782242,-0.011907704267864305,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__012|seed=20260818
174,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__011,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__011,L+D,"{""C"": 100.0, ""imbalance"": ""sqrt"", ""l1_ratio"": 0.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36970454387090923,0.73216100003420337,0.37204883690613416,0.042711053521477568,66.560228791960981,0.19742139294809882,-0.011950308057587899,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__011|seed=20260818
175,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__001,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__001,L,"{""imbalance"": ""none"", ""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.369655179125434,0.73608156571725802,0.37134802491770064,0.054286109474249909,14.249400125001557,0.19737202820262359,-0.011999672803063133,hist_gradient_boosting|L|model_stage_v1__coarse__hist_gradient_boosting__001|seed=20260818
176,fixed_l2_logistic,Regresja logistyczna fixed L2,model_stage_v1__coarse__fixed_l2_logistic__001,Regresja logistyczna fixed L2 | model_stage_v1__coarse__fixed_l2_logistic__001,L+D,"{""C"": 1.0, ""imbalance"": ""none""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36950743436212208,0.73147939956260954,0.37343763518014778,0.045896890302646542,11.116125500004273,0.19722428343931167,-0.012147417566375052,fixed_l2_logistic|L+D|model_stage_v1__coarse__fixed_l2_logistic__001|seed=20260818
177,xgboost,XGBoost,model_stage_v1__coarse__xgboost__010,XGBoost | model_stage_v1__coarse__xgboost__010,L,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 20, ""n_estimators"": 800, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36945687709873604,0.74011903130438261,0.36983792301050161,0.056801940720419206,13.24449912388809,0.19717372617592563,-0.012197974829761093,xgboost|L|model_stage_v1__coarse__xgboost__010|seed=20260818
178,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__007,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__007,L+D,"{""C"": 1.0, ""imbalance"": ""none"", ""l1_ratio"": 0.25}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36932790682904393,0.73145730507902251,0.37335671309925239,0.0461120163624631,25.826986542146187,0.19704475590623352,-0.012326945099453201,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__007|seed=20260818
179,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__010,SVM RBF | model_stage_v1__coarse__rbf_svm__010,L,"{""C"": 10.0, ""gamma"": 0.01, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36929912751669342,0.71695864670197651,0.37005847500464722,0.067920169038790529,37.608290374104399,0.19701597659388301,-0.012355724411803715,rbf_svm|L|model_stage_v1__coarse__rbf_svm__010|seed=20260818
