rank,family,family_label,configuration_id,model_configuration,feature_block,parameters_display,training_seed,status,failure_code,convergence_status,pooled_oof_n,pooled_oof_positive_n,pooled_oof_positive_share,pooled_oof_pr_auc,pooled_oof_roc_auc,fold_pr_auc_mean,fold_pr_auc_sample_sd,runtime_seconds,delta_pr_auc_vs_dummy,delta_pr_auc_vs_fixed_l2,identity
238,dummy_prior,Dummy (prior),model_stage_v1__coarse__dummy_prior__001,Dummy (prior) | model_stage_v1__coarse__dummy_prior__001,BLOCK_AGNOSTIC,"{""imbalance"": ""none"", ""strategy"": ""prior""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.17228315092281041,0.46256921886072344,0.18357300312944089,0.036527119771290084,11.204956500034314,0,-0.20937170100568672,dummy_prior|BLOCK_AGNOSTIC|model_stage_v1__coarse__dummy_prior__001|seed=20260818
198,fixed_l2_logistic,Regresja logistyczna fixed L2,model_stage_v1__coarse__fixed_l2_logistic__002,Regresja logistyczna fixed L2 | model_stage_v1__coarse__fixed_l2_logistic__002,L,"{""C"": 1.0, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36497693395326292,0.73311120629912008,0.36419909625590607,0.047563543421028601,11.202386333025061,0.19269378303045251,-0.016677917975234213,fixed_l2_logistic|L|model_stage_v1__coarse__fixed_l2_logistic__002|seed=20260818
168,fixed_l2_logistic,Regresja logistyczna fixed L2,model_stage_v1__coarse__fixed_l2_logistic__002,Regresja logistyczna fixed L2 | model_stage_v1__coarse__fixed_l2_logistic__002,L+D,"{""C"": 1.0, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37069862761566424,0.7326820855172439,0.37323522142215326,0.045006110375116384,11.169959459046368,0.19841547669285384,-0.010956224312832885,fixed_l2_logistic|L+D|model_stage_v1__coarse__fixed_l2_logistic__002|seed=20260818
117,fixed_l2_logistic,Regresja logistyczna fixed L2,model_stage_v1__coarse__fixed_l2_logistic__002,Regresja logistyczna fixed L2 | model_stage_v1__coarse__fixed_l2_logistic__002,L+D+R,"{""C"": 1.0, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38165485192849713,0.73870392267183238,0.3825843800394651,0.051957661286278309,11.302934542065486,0.20937170100568672,0,fixed_l2_logistic|L+D+R|model_stage_v1__coarse__fixed_l2_logistic__002|seed=20260818
191,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__011,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__011,L,"{""C"": 100.0, ""imbalance"": ""sqrt"", ""l1_ratio"": 0.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.36595861740396196,0.73288716249672015,0.36529395067560938,0.045813239722748832,45.009491915989202,0.19367546648115155,-0.015696234524535169,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__011|seed=20260818
167,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__006,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__006,L+D,"{""C"": 0.1, ""imbalance"": ""sqrt"", ""l1_ratio"": 0.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37076879413681096,0.73294343169453091,0.37283276287719497,0.046606045301627846,11.993428376095835,0.19848564321400056,-0.010886057791686166,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__006|seed=20260818
113,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__003,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__003,L+D+R,"{""C"": 0.01, ""imbalance"": ""sqrt"", ""l1_ratio"": 0.25}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38182471722566119,0.74013398094847205,0.38274531174576581,0.054005408772640463,11.293499415973201,0.20954156630285078,0.0001698652971640624,elastic_net_logistic|L+D+R|model_stage_v1__coarse__elastic_net_logistic__003|seed=20260818
163,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__006,SVM RBF | model_stage_v1__coarse__rbf_svm__006,L,"{""C"": 1.0, ""gamma"": 0.1, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.37147587130959481,0.71250795688350488,0.37090326984289534,0.072018515083814044,35.649753125035204,0.1991927203867844,-0.010178980618902322,rbf_svm|L|model_stage_v1__coarse__rbf_svm__006|seed=20260818
119,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__003,SVM RBF | model_stage_v1__coarse__rbf_svm__003,L+D,"{""C"": 1.0, ""gamma"": ""scale"", ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38149207212168734,0.72519297379353209,0.388771580267605,0.060256249391610325,38.06580354104517,0.20920892119887693,-0.00016277980680978743,rbf_svm|L+D|model_stage_v1__coarse__rbf_svm__003|seed=20260818
54,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__004,SVM RBF | model_stage_v1__coarse__rbf_svm__004,L+D+R,"{""C"": 1.0, ""gamma"": 0.01, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39355767923246121,0.73602899806280153,0.3990963357547383,0.068849018183078703,37.028312749986071,0.2212745283096508,0.011902827303964081,rbf_svm|L+D+R|model_stage_v1__coarse__rbf_svm__004|seed=20260818
